0, 102.0, 184.0, 137.12, 23.171223532649247, 0:00:17.207894, [[29, 12, 2, 20, 22, 7, 42, 34, 8]]
1, 91.0, 184.0, 148.68, 25.624550727768824, 0:00:22.888643, [[29, 12, 2, 20, 22, 7, 42, 34, 8]]
2, 103.0, 182.0, 151.12, 18.85591684326163, 0:00:26.215082, [[18, 7, 38, 3, 18, 19, 9, 35, 38]]
3, 103.0, 182.0, 148.56, 21.655632061890994, 0:00:16.733959, [[18, 7, 38, 3, 18, 19, 9, 35, 38]]
4, 103.0, 300.0, 184.32, 68.17901143313827, 0:00:13.341559, [[18, 7, 38, 3, 18, 19, 9, 35, 38]]
5, 103.0, 300.0, 210.44, 75.63125279935538, 0:00:08.447294, [[18, 7, 38, 3, 18, 19, 9, 35, 38]]
6, 117.0, 300.0, 207.56, 76.37019313842279, 0:00:16.852425, [[18, 7, 38, 3, 18, 19, 9, 35, 38]]
7, 112.0, 300.0, 203.56, 74.05785846215103, 0:00:13.485786, [[18, 7, 38, 3, 18, 19, 9, 35, 38]]
8, 112.0, 300.0, 189.48, 71.0758017893573, 0:00:13.059857, [[18, 7, 38, 3, 18, 19, 9, 35, 38]]
0, 76.0, 177.0, 141.68, 24.325657236753063, 0:00:29.681039, [[6, 7, 3, 11, 12, 35, 26, 31, 30]]
1, 76.0, 177.0, 144.96, 27.894773704047132, 0:00:15.403333, [[6, 7, 3, 11, 12, 35, 26, 31, 30]]
2, 141.0, 177.0, 161.04, 12.304405715027519, 0:00:11.066021, [[36, 12, 32.52563023335803, 25, 11.262304045653606, 1, 4, 35, 3]]
3, 141.0, 182.0, 159.76, 12.797749802211468, 0:00:38.884960, [[31, 25, 37, 17, 13, 15, 12, 22, 15]]
4, 133.0, 181.0, 159.04, 11.72170636042389, 0:00:33.848634, [[31, 25, 37, 17, 13, 29, 12, 22, 15]]
5, 141.0, 181.0, 161.36, 10.847598812640308, 0:00:24.477178, [[33, 12, 42, 20, 12.78391219004328, 22, 20.575744403821478, 10, 2]]
6, 141.0, 181.0, 158.84, 12.27250585658848, 0:00:31.148039, [[31, 22.865507597844587, 38.616127731734004, 19.527007009648415, 13, 22, 4, 35, 14.112958989492121]]
7, 141.0, 181.0, 158.04, 13.724372481100948, 0:00:13.318381, [[33, 12, 42, 20, 39, 22, 20.575744403821478, 10, 2]]
8, 127.0, 177.0, 156.92, 14.248985928830251, 0:00:28.046962, [[33, 12, 42, 20, 39, 22, 4, 35, 32]]
9, 141.0, 186.0, 160.88, 12.215793056531433, 0:00:17.227465, [[33, 12, 42, 20, 39, 22, 20.575744403821478, 10, 2]]
10, 141.0, 186.0, 163.28, 11.315546827263827, 0:00:12.719189, [[31.44693067710878, 22.824516455956722, 39.46893475072663, 20.430582125669687, 14.931373391107915, 22, 4, 35, 14.98875229459364]]
11, 141.0, 186.0, 160.2, 13.12707126513768, 0:00:19.131533, [[31.583582683671565, 22.865507597844587, 38.616127731734004, 19.527007009648415, 13, 22, 4, 35, 14.112958989492121]]
12, 141.0, 186.0, 159.24, 13.73253072088301, 0:00:15.327464, [[31.583582683671565, 22.865507597844587, 38.616127731734004, 19.527007009648415, 13, 22, 4, 35, 14.112958989492121]]
13, 130.0, 186.0, 159.16, 13.52532439537041, 0:00:16.746724, [[33, 12, 42, 20, 39, 22, 4, 35, 2]]
14, 140.0, 186.0, 156.48, 13.508871159353191, 0:00:20.767063, [[31, 22.865507597844587, 39.02968936860397, 19.527007009648415, 13, 20.969375669563203, 4, 35, 14.112958989492121]]
15, 141.0, 186.0, 158.24, 12.934542898765184, 0:00:18.608781, [[33, 12, 42, 20.504819045817356, 39, 21.758393527130032, 4.9172501517997995, 10, 2]]
16, 141.0, 179.0, 161.0, 12.283322026227312, 0:00:08.691538, [[33, 12, 42, 20, 39, 15, 12.687674798794404, 35.135141493040564, 2.2604213149933594]]
17, 141.0, 300.0, 188.96, 56.453506534138306, 0:00:15.222665, [[33, 12, 42, 20, 39, 22, 4.9172501517997995, 10, 2]]
18, 141.0, 300.0, 193.12, 60.74294691567081, 0:00:17.492333, [[33, 12, 42, 20, 39, 15, 12.687674798794404, 35.135141493040564, 2.3348930807500268]]
0, 100.0, 176.0, 131.43333333333334, 21.897767516854767, 0:00:32.559493, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
1, 100.0, 178.0, 141.45714285714286, 25.515645460487697, 0:00:36.807012, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
2, 100.0, 178.0, 140.525, 24.6606848039546, 0:00:36.670848, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
3, 100.0, 179.0, 140.95555555555555, 25.853394838809077, 0:00:16.892225, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
4, 100.0, 178.0, 144.36, 22.401571373454928, 0:00:41.958041, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
5, 100.0, 177.0, 145.27272727272728, 20.92884442403876, 0:00:38.908038, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
6, 100.0, 184.0, 147.2, 21.69546803674298, 0:00:40.995675, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
7, 100.0, 181.0, 148.5076923076923, 23.535324074461812, 0:00:27.438034, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
8, 92.0, 177.0, 150.75714285714287, 21.081092215053527, 0:00:32.108647, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
9, 92.0, 183.0, 153.53333333333333, 20.736012688610717, 0:00:38.636593, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
10, 92.0, 184.0, 152.6625, 20.89015542665971, 0:00:43.405471, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
11, 87.0, 184.0, 154.8470588235294, 20.09477888428493, 0:00:42.231438, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
12, 87.0, 184.0, 155.34444444444443, 18.46568054593969, 0:00:49.853031, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
13, 87.0, 184.0, 154.86315789473684, 18.85211730469031, 0:00:37.955650, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
14, 87.0, 184.0, 152.28, 19.797009875231105, 0:00:43.952399, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
15, 87.0, 186.0, 152.22857142857143, 18.931584665821987, 0:00:57.337704, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
16, 87.0, 186.0, 153.28181818181818, 19.680692808473175, 0:00:54.387347, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
17, 87.0, 186.0, 153.2, 20.88610938440648, 0:00:58.777640, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
18, 87.0, 186.0, 151.53333333333333, 22.60602181327409, 0:00:49.208221, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
19, 87.0, 186.0, 153.472, 21.86122631509946, 0:01:08.020969, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
20, 87.0, 186.0, 155.13846153846154, 17.92066012097757, 0:01:15.379127, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
21, 87.0, 186.0, 154.0888888888889, 19.52527959364143, 0:01:09.364118, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
22, 87.0, 186.0, 155.11428571428573, 18.917899956800277, 0:00:55.528567, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
23, 87.0, 186.0, 154.6689655172414, 18.919450007466253, 0:01:12.127543, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
24, 87.0, 186.0, 155.33333333333334, 20.592123629085727, 0:00:52.668877, [[26, 2, 7, 20, 18, 31, 38, 27, 1]]
