0, 110.0, 165.0, 137.4, 15.697133496278797, 0:01:15.988752
1, 114.0, 170.0, 130.72, 16.34263136707187, 0:00:14.000763
2, 115.0, 174.0, 133.36, 20.738138778588517, 0:00:14.903327
3, 107.0, 174.0, 129.2, 20.129580224137918, 0:00:16.853984
4, 103.0, 176.0, 122.2, 19.99799989999, 0:00:13.745913
5, 104.0, 167.0, 124.72, 20.83174500611988, 0:00:23.697439
6, 104.0, 178.0, 122.04, 22.402642701252855, 0:00:13.538567
7, 104.0, 185.0, 121.68, 25.197968172057, 0:00:13.494509
8, 104.0, 166.0, 120.64, 19.697471919005256, 0:00:19.497295
9, 104.0, 171.0, 116.88, 21.945970017294776, 0:00:10.347165
10, 104.0, 173.0, 113.2, 17.267310155319496, 0:00:10.644661
11, 104.0, 174.0, 117.4, 20.684293558156593, 0:00:13.246732
12, 104.0, 160.0, 113.92, 16.39736564207797, 0:00:10.469267
13, 104.0, 157.0, 115.32, 18.36893029003057, 0:00:11.722862
14, 104.0, 171.0, 113.28, 17.166292552557756, 0:00:13.047170
15, 104.0, 174.0, 118.6, 20.488045294756652, 0:00:17.553300
16, 104.0, 169.0, 115.96, 19.992958760523706, 0:00:11.774315
17, 104.0, 178.0, 116.56, 21.824903207116364, 0:00:13.393953
18, 103.0, 173.0, 114.36, 19.301564703412, 0:00:09.980400
19, 103.0, 166.0, 121.28, 19.92289135642715, 0:00:19.526287
20, 103.0, 167.0, 122.56, 24.20756906424101, 0:00:14.655510
21, 103.0, 151.0, 116.88, 15.396934759880024, 0:00:16.013799
22, 103.0, 176.0, 123.44, 24.304863710788414, 0:00:16.069101
23, 103.0, 169.0, 126.8, 25.918333279746214, 0:00:11.722791
24, 103.0, 161.0, 119.72, 19.900793954010993, 0:00:17.033814
25, 103.0, 168.0, 127.16, 24.027783917789872, 0:00:14.856477
26, 103.0, 160.0, 118.64, 20.870802572014355, 0:00:09.808300
27, 103.0, 185.0, 122.88, 27.07370680198779, 0:00:15.607611
28, 103.0, 172.0, 124.96, 26.23506051069833, 0:00:13.032735
29, 103.0, 175.0, 121.64, 26.266145510904348, 0:00:12.989227
30, 103.0, 170.0, 114.52, 19.08951544696724, 0:00:16.844466
31, 103.0, 180.0, 122.64, 24.647726061444274, 0:00:17.384467
32, 103.0, 175.0, 128.76, 26.842175768741274, 0:00:15.628688
33, 103.0, 164.0, 125.68, 24.225143962420482, 0:00:13.693088
34, 103.0, 172.0, 123.08, 24.803096580870715, 0:00:14.620733
35, 103.0, 183.0, 120.64, 22.306734409142027, 0:00:16.289188
36, 103.0, 187.0, 124.2, 28.02998394576776, 0:00:13.781564
37, 103.0, 173.0, 125.68, 24.41429089693162, 0:00:14.861747
38, 103.0, 159.0, 118.8, 18.682612237050815, 0:00:16.248873
39, 103.0, 177.0, 122.68, 23.7161885639324, 0:00:12.196065
40, 103.0, 164.0, 115.72, 21.418720783464167, 0:00:05.899403
41, 103.0, 179.0, 119.96, 22.4828467948345, 0:00:17.121357
42, 103.0, 180.0, 122.08, 22.606052286942997, 0:00:17.974220
43, 103.0, 180.0, 120.64, 25.078883547717982, 0:00:08.123199
44, 103.0, 170.0, 117.84, 22.39585675967766, 0:00:11.632169
45, 103.0, 167.0, 122.32, 23.53842815482805, 0:00:15.450148
